COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.661 -9.668 1.499 -2.319 0.671 0.671 52.766 3305.347 -3086.339 0.095 -0.019 -0.129 0.02 0.66 -0.75 0.03
1 0.01 1 -0.608 -9.740 1.451 -2.563 -0.122 0.916 127.717 3305.347 -3296.203 0.042 0.053 -0.083 0.02 0.66 -0.75 0.03
1 0.02 2 -0.599 -9.850 1.422 -1.526 -1.190 0.763 247.639 3395.438 -3101.330 0.032 0.163 -0.055 0.02 0.66 -0.75 0.03
1 0.03 3 -0.488 -9.773 1.494 -0.977 -1.282 0.031 247.639 3395.438 -3101.330 -0.078 0.086 -0.126 0.02 0.66 -0.75 0.03
1 0.04 4 -0.484 -9.836 1.307 -0.122 -1.160 0.793 187.678 3335.477 -3011.238 -0.083 0.148 0.061 0.02 0.66 -0.75 0.03
1 0.05 5 -0.488 -9.888 1.513 0.763 -1.129 -0.092 187.678 3335.477 -3011.238 -0.077 0.201 -0.144 0.02 0.66 -0.75 0.03
1 0.06 6 -0.297 -9.826 1.403 0.824 -1.282 0.580 172.688 3320.487 -3176.281 -0.267 0.139 -0.033 0.02 0.66 -0.75 0.03
1 0.07 7 -0.383 -9.793 1.614 -0.122 0.244 1.556 142.707 3320.487 -3176.281 -0.177 0.106 -0.239 0.02 0.66 -0.75 0.03
1 0.08 8 -0.479 -9.812 1.566 -1.160 0.977 2.289 217.658 3365.458 -3131.310 -0.081 0.125 -0.190 0.02 0.66 -0.75 0.03
1 0.09 9 -0.575 -9.788 1.532 -1.984 1.160 2.441 157.697 3260.376 -3221.251 0.013 0.101 -0.156 0.02 0.66 -0.75 0.03
1 0.10 10 -0.436 -9.826 1.489 -2.594 0.610 2.075 157.697 3260.376 -3221.251 -0.129 0.140 -0.113 0.02 0.66 -0.75 0.03
1 0.11 11 -0.737 -9.841 1.413 -2.777 0.031 1.740 232.648 3305.347 -3191.271 0.171 0.154 -0.039 0.02 0.66 -0.75 0.03
1 0.12 12 -0.656 -9.788 1.451 -3.235 -0.519 1.312 232.648 3305.347 -3191.271 0.088 0.101 -0.080 0.02 0.66 -0.75 0.03
1 0.13 13 -0.752 -9.726 1.451 -3.174 -0.610 0.549 172.688 3470.389 -3206.261 0.182 0.038 -0.083 0.02 0.66 -0.75 0.03
1 0.14 14 -0.785 -9.826 1.283 -3.998 -1.373 0.580 232.648 3380.448 -3041.219 0.215 0.138 0.078 0.02 0.66 -0.75 0.02
1 0.15 15 -0.733 -9.754 1.470 -2.899 -2.472 1.526 67.756 3320.487 -3176.281 0.162 0.065 -0.114 0.02 0.66 -0.75 0.03
1 0.16 16 -0.642 -9.635 1.523 -3.479 -3.143 1.129 172.688 3440.409 -3101.330 0.069 -0.055 -0.170 0.02 0.66 -0.75 0.03
1 0.17 17 -0.670 -9.635 1.360 -3.052 -2.991 1.465 172.688 3440.409 -3101.330 0.097 -0.055 -0.010 0.02 0.66 -0.75 0.03
1 0.18 18 -0.670 -9.697 1.379 -2.838 -2.808 0.916 187.678 3335.477 -3116.320 0.096 0.007 -0.032 0.02 0.66 -0.75 0.03
1 0.19 19 -0.627 -9.659 1.528 -1.251 -3.540 0.519 187.678 3335.477 -3116.320 0.054 -0.032 -0.182 0.02 0.66 -0.75 0.03
1 0.20 20 -0.503 -9.773 1.475 -0.732 -4.150 -0.275 142.707 3365.458 -3101.330 -0.070 0.083 -0.130 0.02 0.66 -0.75 0.03
1 0.21 21 -0.469 -9.802 1.494 -0.549 -3.876 -0.122 187.678 3410.428 -3191.271 -0.102 0.112 -0.147 0.02 0.66 -0.75 0.03
1 0.22 22 -0.498 -9.797 1.585 -1.312 -2.777 0.824 127.717 3485.379 -3161.291 -0.069 0.107 -0.236 0.02 0.66 -0.75 0.03
1 0.23 23 -0.393 -9.764 1.489 -0.977 -1.984 0.488 157.697 3485.379 -3221.251 -0.173 0.074 -0.140 0.02 0.66 -0.75 0.03
