COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.374 -8.165 5.718 2.838 3.235 2.258 174.936 1303.251 -4209.857 -0.093 0.200 -0.014 -0 -0.46 0.89 0.03
1 0.01 1 0.192 -8.121 5.660 1.984 3.174 2.289 174.936 1303.251 -4209.857 0.085 0.160 0.048 -0 -0.46 0.89 0.03
1 0.02 2 0.278 -8.117 5.722 0.092 1.770 1.770 99.985 1408.183 -4239.838 -0.011 0.158 -0.010 -0 -0.46 0.89 0.03
1 0.03 3 0.125 -8.083 5.828 -1.129 0.580 1.129 99.985 1408.183 -4239.838 0.139 0.125 -0.115 -0 -0.46 0.89 0.03
1 0.04 4 0.292 -8.131 5.823 -1.251 -0.732 1.526 39.874 1423.173 -3999.844 -0.030 0.172 -0.111 -0 -0.46 0.89 0.03
1 0.05 5 0.321 -8.136 5.947 -0.214 -0.580 2.014 129.965 1378.202 -4164.887 -0.058 0.177 -0.236 -0 -0.46 0.89 0.03
1 0.06 6 0.479 -8.131 5.952 1.740 0.214 2.563 129.965 1378.202 -4164.887 -0.217 0.173 -0.240 -0 -0.46 0.89 0.03
1 0.07 7 0.335 -8.112 5.976 2.594 1.373 2.228 174.936 1408.183 -4209.857 -0.076 0.155 -0.261 -0 -0.46 0.89 0.03
1 0.08 8 0.316 -8.203 6.043 1.923 2.106 1.953 174.936 1408.183 -4209.857 -0.059 0.249 -0.324 -0 -0.46 0.89 0.03
1 0.09 9 0.263 -8.112 6.053 1.221 3.723 2.289 129.965 1483.134 -4344.919 -0.014 0.163 -0.326 -0 -0.46 0.89 0.03
1 0.10 10 0.177 -8.102 5.852 1.923 3.967 2.258 129.965 1483.134 -4344.919 0.067 0.156 -0.121 -0 -0.46 0.89 0.04
1 0.11 11 0.206 -8.074 5.947 3.235 4.425 2.197 189.926 1513.264 -4074.795 0.032 0.130 -0.213 -0 -0.46 0.89 0.04
1 0.12 12 0.158 -8.002 5.847 4.669 3.418 1.709 249.887 1378.202 -4059.805 0.074 0.063 -0.106 -0 -0.46 0.89 0.04
1 0.13 13 0.244 -7.935 5.914 6.378 3.204 1.770 249.887 1378.202 -4059.805 -0.017 0.001 -0.166 -0.01 -0.45 0.89 0.04
1 0.14 14 0.215 -7.858 5.947 4.883 3.296 1.190 189.926 1468.144 -4179.877 0.008 -0.069 -0.190 -0.01 -0.45 0.89 0.04
1 0.15 15 0.249 -7.930 5.943 4.089 1.953 1.007 189.926 1468.144 -4179.877 -0.030 0.009 -0.176 -0.01 -0.45 0.89 0.04
1 0.16 16 0.211 -7.825 6.000 2.319 2.747 1.099 159.946 1468.144 -4359.910 0.003 -0.087 -0.221 -0.01 -0.45 0.89 0.04
1 0.17 17 0.211 -7.916 5.923 1.465 3.326 0.610 159.946 1468.144 -4359.910 -0.001 0.007 -0.140 -0.01 -0.45 0.89 0.04
1 0.18 18 0.350 -8.026 6.120 1.526 3.540 1.282 54.864 1408.183 -4239.838 -0.143 0.120 -0.333 -0.01 -0.45 0.89 0.04
1 0.19 19 0.273 -7.920 6.101 3.021 3.448 1.160 84.995 1468.144 -4224.848 -0.070 0.017 -0.309 -0.01 -0.45 0.89 0.04
1 0.20 20 0.206 -7.963 5.991 5.646 3.357 0.275 84.995 1468.144 -4224.848 -0.006 0.065 -0.193 -0.01 -0.45 0.89 0.04
1 0.21 21 0.153 -7.853 5.962 7.050 3.052 0.397 39.874 1423.173 -4149.896 0.044 -0.039 -0.156 -0.01 -0.45 0.89 0.04
1 0.22 22 0.278 -7.882 5.943 6.836 3.235 -0.702 39.874 1423.173 -4149.896 -0.083 -0.003 -0.127 -0.01 -0.45 0.89 0.04
1 0.23 23 0.201 -7.738 5.976 7.019 2.502 -0.458 99.985 1603.206 -4164.887 -0.008 -0.139 -0.149 -0.01 -0.45 0.89 0.04
1 0.24 24 0.120 -7.767 6.034 4.456 1.984 -0.366 114.975 1393.192 -4179.877 0.072 -0.097 -0.188 -0.01 -0.45 0.89 0.04
1 0.25 25 0.086 -7.868 5.991 3.052 2.899 -0.153 159.946 1393.192 -4254.828 0.104 0.009 -0.139 -0.01 -0.45 0.89 0.04
1 0.26 26 0.177 -7.762 5.919 2.197 3.601 -0.031 114.975 1273.271 -4149.896 0.011 -0.093 -0.062 -0.01 -0.45 0.89 0.04
1 0.27 27 0.187 -7.992 5.976 2.991 3.510 -0.275 114.975 1273.271 -4149.896 -0.002 0.140 -0.116 -0.01 -0.45 0.89 0.04
