COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.177 -9.438 3.007 -1.526 -1.007 0.641 786.238 2756.854 -3381.347 -0.009 0.154 0.125 -0.08 -0.58 0.81 0.1
1 0.01 1 -0.086 -9.357 3.060 -1.282 -0.977 0.397 786.238 2756.854 -3381.347 -0.099 0.073 0.072 -0.08 -0.58 0.81 0.1
1 0.02 2 -0.158 -9.553 3.074 -1.862 -1.251 0.702 666.166 2891.916 -3396.337 -0.027 0.269 0.058 -0.08 -0.58 0.81 0.1
1 0.03 3 -0.201 -9.462 3.204 -1.434 -1.038 0.366 771.248 2861.936 -3426.318 0.016 0.178 -0.073 -0.08 -0.58 0.81 0.1
1 0.04 4 -0.177 -9.453 3.180 -0.763 -0.885 0.183 771.248 2861.936 -3426.318 -0.008 0.168 -0.049 -0.08 -0.58 0.81 0.1
1 0.05 5 -0.168 -9.376 3.137 -0.610 -0.092 0.977 651.176 2756.854 -3531.399 -0.018 0.091 -0.006 -0.08 -0.58 0.81 0.1
1 0.06 6 -0.263 -9.457 3.213 -0.916 -0.610 0.885 741.267 2861.936 -3471.289 0.078 0.173 -0.082 -0.08 -0.58 0.81 0.1
1 0.07 7 -0.235 -9.424 3.208 -1.251 -0.885 0.885 741.267 2861.936 -3471.289 0.049 0.140 -0.077 -0.08 -0.58 0.81 0.1
1 0.08 8 -0.153 -9.472 3.117 -1.160 -0.519 1.007 756.257 2801.975 -3381.347 -0.033 0.187 0.014 -0.08 -0.58 0.81 0.1
1 0.09 9 -0.038 -9.419 3.127 -1.251 -0.275 0.793 771.248 2786.834 -3366.357 -0.147 0.135 0.004 -0.08 -0.58 0.81 0.1
1 0.10 10 -0.005 -9.410 3.180 -0.946 -0.397 0.824 681.156 2831.955 -3531.399 -0.180 0.125 -0.048 -0.08 -0.58 0.81 0.1
1 0.11 11 0.010 -9.390 3.194 -1.801 -0.641 0.519 681.156 2831.955 -3531.399 -0.193 0.106 -0.063 -0.08 -0.58 0.81 0.1
1 0.12 12 -0.168 -9.443 3.122 -1.068 -0.336 0.916 771.248 2861.936 -3396.337 -0.015 0.158 0.009 -0.08 -0.58 0.81 0.1
1 0.13 13 -0.196 -9.438 3.151 -0.977 -0.031 0.092 816.218 2741.864 -3396.337 0.015 0.154 -0.019 -0.08 -0.58 0.81 0.1
1 0.14 14 -0.239 -9.366 3.041 -0.977 0.061 0.488 816.218 2741.864 -3396.337 0.058 0.082 0.090 -0.08 -0.58 0.81 0.1
1 0.15 15 -0.211 -9.457 3.089 -1.007 0.092 0.671 681.156 2726.874 -3381.347 0.029 0.173 0.043 -0.08 -0.58 0.81 0.1
1 0.16 16 -0.158 -9.376 3.170 -1.038 0.000 0.183 681.156 2756.854 -3381.347 -0.024 0.091 -0.039 -0.08 -0.58 0.81 0.1
1 0.17 17 -0.201 -9.515 3.170 -0.763 -0.275 0.610 681.156 2996.848 -3411.328 0.020 0.230 -0.039 -0.08 -0.58 0.81 0.1
1 0.18 18 -0.086 -9.486 3.089 -0.549 0.122 0.702 681.156 2996.848 -3411.328 -0.095 0.201 0.042 -0.08 -0.58 0.81 0.1
1 0.19 19 -0.105 -9.429 3.256 -0.519 0.854 0.122 726.127 2756.854 -3411.328 -0.075 0.144 -0.125 -0.08 -0.58 0.81 0.1
1 0.20 20 -0.067 -9.371 3.137 0.305 1.007 0.732 726.127 2801.975 -3336.376 -0.112 0.087 -0.004 -0.08 -0.58 0.81 0.1
1 0.21 21 -0.086 -9.429 3.132 0.610 1.434 0.183 726.127 2801.975 -3336.376 -0.093 0.145 0.003 -0.08 -0.58 0.81 0.1
1 0.22 22 -0.043 -9.371 3.031 0.031 1.221 0.275 726.127 2726.874 -3381.347 -0.136 0.088 0.105 -0.08 -0.58 0.81 0.1
1 0.23 23 -0.110 -9.472 3.098 0.122 1.068 0.549 726.127 2921.896 -3411.328 -0.067 0.190 0.041 -0.08 -0.58 0.81 0.1
1 0.24 24 -0.129 -9.419 3.180 -0.885 1.495 -0.305 561.234 2711.883 -3471.289 -0.048 0.137 -0.040 -0.08 -0.58 0.81 0.1
1 0.25 25 -0.196 -9.366 3.084 -0.153 0.549 -0.336 561.234 2711.883 -3471.289 0.020 0.085 0.056 -0.08 -0.58 0.81 0.1
1 0.26 26 -0.230 -9.352 3.117 -0.854 1.007 -0.488 831.208 2651.922 -3411.328 0.054 0.071 0.023 -0.09 -0.58 0.81 0.1
1 0.27 27 -0.268 -9.252 3.108 -0.092 0.061 -0.092 516.264 2726.874 -3456.298 0.093 -0.030 0.033 -0.09 -0.58 0.81 0.1
1 0.28 28 -0.201 -9.371 3.132 -0.153 -0.671 -0.671 516.264 2726.874 -3456.298 0.027 0.090 0.010 -0.08 -0.58 0.81 0.1
1 0.29 29 -0.311 -9.491 3.165 -0.641 -0.946 -0.122 846.199 2891.916 -3321.386 0.137 0.210 -0.022 -0.09 -0.58 0.81 0.1
1 0.30 30 -0.201 -9.266 3.122 -1.129 -1.007 0.244 696.146 2741.864 -3366.357 0.026 -0.015 0.020 -0.09 -0.58 0.81 0.1
1 0.31 31 -0.177 -9.524 3.093 -0.519 -1.282 0.122 681.156 2801.975 -3381.347 0.001 0.244 0.049 -0.09 -0.58 0.81 0.1
1 0.32 32 -0.163 -9.453 3.012 -1.282 -0.854 0.549 681.156 2801.975 -3381.347 -0.013 0.171 0.129 -0.09 -0.58 0.81 0.1
1 0.33 33 -0.287 -9.481 3.223 -0.366 -1.038 0.885 726.127 2921.896 -3486.279 0.111 0.200 -0.083 -0.09 -0.58 0.81 0.1
1 0.34 34 -0.206 -9.304 3.117 -0.671 -1.556 0.854 621.195 2786.834 -3396.337 0.029 0.023 0.023 -0.09 -0.58 0.81 0.1
1 0.35 35 -0.249 -9.453 3.151 -1.190 -1.801 1.190 621.195 2786.834 -3396.337 0.072 0.171 -0.011 -0.09 -0.58 0.81 0.1
1 0.36 36 -0.158 -9.429 3.137 -0.885 -1.740 1.465 741.267 2741.864 -3321.386 -0.019 0.147 0.003 -0.09 -0.58 0.81 0.1
1 0.37 37 -0.115 -9.544 3.069 -0.885 -1.770 1.648 741.267 2711.883 -3546.390 -0.062 0.262 0.069 -0.09 -0.58 0.81 0.1
1 0.38 38 -0.014 -9.357 3.050 -0.793 -1.740 1.343 696.146 2891.916 -3321.386 -0.162 0.075 0.088 -0.09 -0.58 0.81 0.1
1 0.39 39 -0.139 -9.299 3.237 -0.336 -1.495 0.610 696.146 2891.916 -3321.386 -0.037 0.017 -0.099 -0.09 -0.58 0.81 0.1
1 0.40 40 -0.168 -9.333 3.232 -0.610 -1.007 0.732 816.218 2786.834 -3426.318 -0.007 0.051 -0.094 -0.09 -0.58 0.81 0.1
1 0.41 41 -0.206 -9.319 3.022 -1.007 -1.160 0.580 651.176 2801.975 -3336.376 0.032 0.036 0.117 -0.09 -0.58 0.81 0.1
1 0.42 42 -0.048 -9.419 3.079 -1.312 -0.183 0.336 651.176 2801.975 -3336.376 -0.126 0.137 0.059 -0.09 -0.58 0.81 0.1
1 0.43 43 -0.053 -9.481 3.108 -1.648 -0.366 0.580 666.166 2786.834 -3501.419 -0.121 0.199 0.029 -0.09 -0.58 0.81 0.1
1 0.44 44 -0.148 -9.491 3.093 -1.526 -0.488 0.214 666.166 2711.883 -3501.419 -0.024 0.208 0.042 -0.08 -0.58 0.81 0.1
1 0.45 45 -0.110 -9.611 3.050 -1.465 -1.282 1.434 681.156 2681.903 -3486.279 -0.062 0.327 0.084 -0.08 -0.58 0.81 0.1
1 0.46 46 -0.091 -9.510 2.983 -1.190 -0.824 1.007 681.156 2681.903 -3486.279 -0.081 0.226 0.151 -0.08 -0.58 0.81 0.1
1 0.47 47 -0.067 -9.625 3.012 -1.068 -1.068 1.343 621.195 2786.834 -3366.357 -0.104 0.341 0.121 -0.08 -0.58 0.81 0.1
1 0.48 48 0.057 -9.443 3.065 -0.824 -0.458 1.465 696.146 2816.965 -3426.318 -0.228 0.159 0.067 -0.08 -0.58 0.81 0.1
1 0.49 49 0.053 -9.352 3.189 -0.702 0.671 1.282 696.146 2816.965 -3426.318 -0.222 0.068 -0.057 -0.08 -0.58 0.81 0.1
1 0.50 50 -0.029 -9.386 3.122 -0.854 1.617 0.702 666.166 2741.864 -3426.318 -0.141 0.102 0.011 -0.08 -0.58 0.81 0.1
1 0.51 51 -0.129 -9.457 3.184 -1.556 1.953 1.465 666.166 2741.864 -3426.318 -0.040 0.174 -0.051 -0.08 -0.58 0.81 0.1
1 0.52 52 -0.115 -9.319 3.199 -2.014 1.923 0.427 651.176 2756.854 -3456.298 -0.055 0.034 -0.066 -0.08 -0.58 0.81 0.1
1 0.53 53 -0.053 -9.338 3.022 -2.289 2.258 0.336 651.176 2756.854 -3456.298 -0.117 0.053 0.109 -0.09 -0.58 0.81 0.1
1 0.54 54 -0.263 -9.371 3.256 -2.167 1.740 0.061 771.248 2786.834 -3321.386 0.093 0.086 -0.127 -0.09 -0.58 0.81 0.1
1 0.55 55 -0.311 -9.496 3.227 -1.587 0.824 -0.580 666.166 2786.834 -3246.285 0.141 0.210 -0.100 -0.09 -0.58 0.81 0.1
1 0.56 56 -0.335 -9.501 3.117 -1.282 -0.977 -0.244 666.166 2786.834 -3246.285 0.165 0.214 0.010 -0.09 -0.58 0.81 0.1
1 0.57 57 -0.306 -9.371 3.151 -1.434 -1.190 -0.702 786.238 2801.975 -3381.347 0.135 0.085 -0.025 -0.09 -0.58 0.81 0.1
1 0.58 58 -0.354 -9.338 3.223 -2.411 -1.556 0.458 786.238 2801.975 -3381.347 0.182 0.051 -0.097 -0.09 -0.58 0.81 0.1
1 0.59 59 -0.306 -9.448 3.227 -1.404 -0.824 0.275 591.215 2741.864 -3426.318 0.134 0.161 -0.103 -0.09 -0.58 0.81 0.1
1 0.60 60 -0.091 -9.275 3.132 -1.617 -0.885 0.488 591.215 2741.864 -3426.318 -0.082 -0.011 -0.007 -0.09 -0.58 0.81 0.1
1 0.61 61 -0.206 -9.419 3.189 -2.319 -0.580 0.824 786.238 2756.854 -3336.376 0.033 0.132 -0.065 -0.09 -0.58 0.81 0.1
1 0.62 62 -0.110 -9.448 3.137 -2.502 -1.984 1.068 786.238 2756.854 -3411.328 -0.063 0.161 -0.013 -0.09 -0.58 0.81 0.1
1 0.63 63 -0.086 -9.438 2.983 -2.594 -1.709 0.488 786.238 2756.854 -3411.328 -0.086 0.150 0.138 -0.09 -0.58 0.81 0.1
1 0.64 64 -0.067 -9.433 3.165 -2.228 -0.427 0.336 696.146 2816.965 -3321.386 -0.105 0.144 -0.047 -0.09 -0.58 0.81 0.1
1 0.65 65 -0.038 -9.429 3.089 -1.495 -0.458 -0.122 696.146 2816.965 -3321.386 -0.132 0.140 0.030 -0.09 -0.58 0.81 0.1
1 0.66 66 -0.139 -9.438 3.127 -0.824 -0.824 0.061 621.195 2816.965 -3471.289 -0.030 0.150 -0.007 -0.09 -0.58 0.81 0.1
1 0.67 67 -0.268 -9.510 3.199 -0.946 -0.702 0.336 621.195 2816.965 -3471.289 0.100 0.222 -0.079 -0.09 -0.58 0.81 0.1
1 0.68 68 -0.158 -9.424 3.213 -1.465 -1.770 0.244 681.156 2726.874 -3531.399 -0.011 0.135 -0.094 -0.09 -0.58 0.81 0.1
1 0.69 69 -0.120 -9.433 3.218 -0.793 -2.197 0.488 696.146 2816.965 -3426.318 -0.050 0.145 -0.099 -0.09 -0.58 0.81 0.1
1 0.70 70 -0.144 -9.524 3.137 -0.305 -2.350 0.336 696.146 2816.965 -3426.318 -0.025 0.236 -0.017 -0.09 -0.58 0.81 0.1
1 0.71 71 -0.345 -9.386 3.175 -1.099 -2.075 0.977 756.257 2726.874 -3456.298 0.177 0.097 -0.054 -0.09 -0.58 0.81 0.1
1 0.72 72 -0.225 -9.467 3.290 -0.916 -1.770 1.526 756.257 2726.874 -3456.298 0.057 0.179 -0.168 -0.09 -0.58 0.81 0.1
1 0.73 73 -0.134 -9.515 3.113 -2.472 -2.777 1.678 696.146 2816.965 -3396.337 -0.035 0.227 0.010 -0.09 -0.58 0.81 0.1
1 0.74 74 -0.062 -9.486 3.151 -2.625 -3.174 1.678 726.127 2726.874 -3411.328 -0.108 0.197 -0.032 -0.09 -0.58 0.81 0.1
1 0.75 75 -0.192 -9.515 3.213 -1.892 -2.594 1.923 846.199 2711.883 -3321.386 0.021 0.226 -0.095 -0.09 -0.58 0.81 0.1
1 0.76 76 -0.053 -9.453 3.151 -0.275 -2.441 1.221 681.156 2681.903 -3486.279 -0.118 0.163 -0.033 -0.09 -0.58 0.81 0.1
1 0.77 77 -0.024 -9.486 3.232 -0.824 -2.167 1.251 681.156 2681.903 -3486.279 -0.146 0.197 -0.113 -0.09 -0.58 0.81 0.1
1 0.78 78 -0.101 -9.429 3.132 -0.549 -1.495 1.282 621.195 2891.916 -3321.386 -0.069 0.140 -0.012 -0.08 -0.58 0.81 0.1
1 0.79 79 -0.034 -9.448 3.093 -0.824 -1.312 1.251 621.195 2891.916 -3321.386 -0.135 0.159 0.027 -0.08 -0.58 0.81 0.1
1 0.80 80 -0.201 -9.328 3.026 -1.617 -0.854 1.587 621.195 2816.965 -3396.337 0.034 0.040 0.094 -0.08 -0.58 0.81 0.1
1 0.81 81 -0.125 -9.568 3.122 -1.038 -0.641 1.770 576.225 2876.926 -3531.399 -0.042 0.279 -0.002 -0.08 -0.58 0.81 0.1
1 0.82 82 -0.057 -9.405 3.041 -0.671 -0.519 1.709 531.254 2741.864 -3396.337 -0.108 0.116 0.079 -0.08 -0.58 0.81 0.1
1 0.83 83 -0.144 -9.510 3.156 -0.763 0.031 1.526 681.156 2801.975 -3306.396 -0.021 0.221 -0.037 -0.08 -0.58 0.81 0.1
1 0.84 84 -0.192 -9.539 3.103 -0.854 -0.488 1.434 681.156 2801.975 -3306.396 0.027 0.250 0.016 -0.08 -0.58 0.81 0.1
1 0.85 85 -0.110 -9.462 3.213 -1.740 -0.946 1.160 741.267 2741.864 -3471.289 -0.054 0.173 -0.095 -0.08 -0.58 0.81 0.1
1 0.86 86 -0.038 -9.429 3.055 -1.251 -1.709 1.373 741.267 2741.864 -3471.289 -0.126 0.140 0.063 -0.08 -0.58 0.81 0.1
1 0.87 87 -0.081 -9.429 3.065 -0.305 -1.190 1.251 561.234 2786.834 -3501.419 -0.082 0.139 0.053 -0.08 -0.58 0.81 0.1
1 0.88 88 -0.019 -9.443 3.218 -0.946 -0.488 0.885 726.127 2801.975 -3381.347 -0.143 0.153 -0.101 -0.08 -0.58 0.81 0.1
1 0.89 89 -0.038 -9.438 3.237 -1.160 -0.305 1.373 576.225 2801.975 -3336.376 -0.123 0.148 -0.121 -0.08 -0.58 0.81 0.1
1 0.90 90 -0.043 -9.323 3.084 -1.465 0.122 0.824 726.127 2801.975 -3276.416 -0.118 0.034 0.033 -0.08 -0.58 0.81 0.1
1 0.91 91 -0.134 -9.443 3.137 -1.190 -0.092 1.221 726.127 2801.975 -3276.416 -0.026 0.153 -0.020 -0.08 -0.58 0.81 0.1
1 0.92 92 -0.105 -9.352 2.964 -0.946 0.000 0.854 696.146 2861.936 -3291.406 -0.054 0.062 0.153 -0.08 -0.58 0.81 0.1
1 0.93 93 -0.263 -9.486 3.165 -1.556 -0.458 1.007 696.146 2861.936 -3291.406 0.104 0.196 -0.049 -0.08 -0.58 0.81 0.1
1 0.94 94 -0.211 -9.429 3.251 -0.916 -0.427 1.495 726.127 2801.975 -3336.376 0.051 0.139 -0.136 -0.08 -0.58 0.81 0.1
1 0.95 95 -0.192 -9.429 3.242 -0.763 -0.458 1.099 666.166 2891.916 -3366.357 0.031 0.139 -0.126 -0.08 -0.58 0.81 0.1
1 0.96 96 -0.268 -9.424 3.117 -0.824 -1.343 1.373 756.257 2876.926 -3336.376 0.107 0.134 -0.001 -0.08 -0.58 0.81 0.1
1 0.97 97 -0.053 -9.376 3.251 -1.984 -1.373 1.831 756.257 2801.975 -3456.298 -0.109 0.086 -0.135 -0.08 -0.58 0.81 0.1
1 0.98 98 -0.158 -9.501 3.026 -1.129 -1.221 1.587 756.257 2801.975 -3456.298 -0.003 0.211 0.090 -0.08 -0.58 0.81 0.1
1 0.99 99 -0.182 -9.410 3.022 -1.038 -0.519 1.251 561.234 2816.965 -3396.337 0.022 0.120 0.095 -0.08 -0.58 0.81 0.1
1 1.00 100 -0.067 -9.448 3.146 -0.305 -1.343 0.549 561.234 2816.965 -3396.337 -0.093 0.158 -0.030 -0.08 -0.58 0.81 0.1
1 1.01 101 -0.110 -9.438 3.117 -1.068 -1.343 0.732 651.176 2726.874 -3456.298 -0.051 0.148 -0.002 -0.08 -0.58 0.81 0.1
1 1.02 102 -0.172 -9.376 3.184 -1.343 -1.038 0.641 651.176 2651.922 -3276.416 0.012 0.086 -0.069 -0.08 -0.58 0.81 0.1
1 1.03 103 -0.182 -9.486 3.117 -2.075 -1.068 1.038 666.166 2786.834 -3366.357 0.022 0.196 -0.003 -0.08 -0.58 0.81 0.1
1 1.04 104 -0.067 -9.405 3.160 -1.678 -1.556 1.099 591.215 2666.913 -3396.337 -0.093 0.114 -0.046 -0.08 -0.58 0.81 0.1
1 1.05 105 -0.144 -9.405 3.108 -1.251 -1.251 1.343 591.215 2666.913 -3396.337 -0.016 0.114 0.007 -0.08 -0.58 0.81 0.1
1 1.06 106 -0.115 -9.395 3.151 -0.366 -1.221 0.854 816.218 2816.965 -3366.357 -0.045 0.105 -0.037 -0.08 -0.58 0.81 0.1
1 1.07 107 -0.153 -9.457 3.232 -0.732 -1.282 1.373 816.218 2816.965 -3366.357 -0.007 0.167 -0.117 -0.08 -0.58 0.81 0.1
1 1.08 108 -0.206 -9.309 3.175 -0.824 -1.648 1.404 606.205 2831.955 -3411.328 0.046 0.019 -0.059 -0.08 -0.58 0.81 0.1
1 1.09 109 -0.139 -9.371 3.208 -0.916 -0.946 0.671 666.166 2786.834 -3471.289 -0.021 0.081 -0.093 -0.08 -0.58 0.81 0.1
1 1.10 110 -0.158 -9.381 3.146 -0.916 -1.129 0.610 666.166 2666.913 -3366.357 -0.002 0.091 -0.030 -0.08 -0.58 0.81 0.1
1 1.11 111 -0.077 -9.343 3.117 -1.617 -0.397 0.397 606.205 2831.955 -3336.376 -0.083 0.052 -0.002 -0.08 -0.58 0.81 0.1
1 1.12 112 -0.053 -9.457 3.165 -1.404 -1.129 0.793 606.205 2831.955 -3336.376 -0.106 0.167 -0.050 -0.08 -0.58 0.81 0.1
1 1.13 113 -0.201 -9.433 3.175 -1.312 -0.824 0.946 651.176 2756.854 -3336.376 0.043 0.143 -0.059 -0.08 -0.58 0.81 0.1
1 1.14 114 -0.182 -9.462 3.127 -0.916 -0.610 0.305 651.176 2756.854 -3336.376 0.024 0.172 -0.012 -0.08 -0.58 0.81 0.1
1 1.15 115 -0.139 -9.386 3.108 -1.129 -1.801 0.336 771.248 2711.883 -3366.357 -0.019 0.095 0.007 -0.08 -0.58 0.81 0.1
1 1.16 116 -0.244 -9.443 3.089 -0.671 -1.801 0.305 696.146 2816.965 -3321.386 0.087 0.153 0.026 -0.08 -0.58 0.81 0.1
1 1.17 117 -0.091 -9.395 3.165 -1.495 -1.709 0.519 696.146 2816.965 -3321.386 -0.066 0.105 -0.051 -0.08 -0.58 0.81 0.1
1 1.18 118 -0.110 -9.252 3.132 -1.190 -0.519 0.610 681.156 2831.955 -3456.298 -0.047 -0.039 -0.017 -0.08 -0.58 0.81 0.1
1 1.19 119 -0.139 -9.333 3.180 -1.282 -0.122 0.580 681.156 2831.955 -3456.298 -0.018 0.042 -0.065 -0.08 -0.58 0.81 0.1
1 1.20 120 -0.144 -9.429 3.175 -0.610 -1.312 0.427 666.166 2786.834 -3366.357 -0.013 0.138 -0.060 -0.08 -0.58 0.81 0.1
