COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.034 -8.725 4.688 -1.068 -0.183 0.610 -44.971 -1499.923 -3929.990 -0.055 0.139 0.036 -0 0.51 -0.86 0.01
1 0.01 1 -0.062 -8.844 4.712 -0.946 0.275 0.549 -44.971 -1499.923 -3929.990 -0.027 0.258 0.011 -0 0.51 -0.86 0.01
1 0.02 2 -0.072 -8.768 4.808 -0.671 -0.183 0.793 -164.893 -1499.923 -4049.912 -0.017 0.181 -0.085 -0 0.51 -0.86 0.01
1 0.03 3 -0.014 -8.754 4.774 -0.275 -0.183 0.824 104.932 -1589.864 -3944.980 -0.074 0.167 -0.052 -0 0.51 -0.86 0.01
1 0.04 4 0.000 -8.821 4.688 -0.214 -0.275 0.275 104.932 -1589.864 -3944.980 -0.088 0.234 0.034 -0 0.51 -0.86 0.01
1 0.05 5 -0.019 -8.806 4.674 -0.336 0.397 1.007 14.990 -1349.871 -3929.990 -0.068 0.220 0.049 -0 0.51 -0.86 0.01
1 0.06 6 -0.120 -8.701 4.750 -0.763 0.305 1.160 -29.980 -1514.913 -3915.000 0.032 0.115 -0.026 0 0.51 -0.86 0.01
1 0.07 7 -0.144 -8.749 4.793 -0.397 0.153 0.519 -59.961 -1514.913 -3809.918 0.056 0.163 -0.069 0 0.51 -0.86 0.01
1 0.08 8 -0.120 -8.696 4.693 -0.854 0.549 0.671 -59.961 -1514.913 -3809.918 0.032 0.110 0.031 0 0.51 -0.86 0.01
1 0.09 9 -0.057 -8.605 4.760 -0.885 0.458 0.458 -104.932 -1559.884 -3915.000 -0.031 0.020 -0.035 0 0.51 -0.86 0.01
1 0.10 10 -0.067 -8.682 4.736 -1.129 0.702 0.336 104.932 -1409.981 -3944.980 -0.021 0.096 -0.011 0 0.51 -0.86 0.01
1 0.11 11 -0.235 -8.730 4.760 -1.312 0.732 0.519 104.932 -1409.981 -3944.980 0.147 0.144 -0.036 0 0.51 -0.86 0.01
1 0.12 12 -0.115 -8.672 4.774 -0.580 0.183 0.580 -119.922 -1574.874 -3794.928 0.026 0.086 -0.050 0 0.51 -0.86 0.01
1 0.13 13 -0.081 -8.629 4.836 -0.977 0.580 1.129 -14.990 -1544.894 -3929.990 -0.007 0.043 -0.113 0 0.51 -0.86 0.01
1 0.14 14 -0.134 -8.792 4.712 -1.404 0.214 0.732 -209.863 -1409.981 -3809.918 0.045 0.206 0.011 0 0.51 -0.86 0.01
1 0.15 15 -0.148 -8.797 4.650 -2.289 0.580 0.885 -209.863 -1409.981 -3809.918 0.059 0.210 0.073 0 0.51 -0.86 0.01
1 0.16 16 -0.182 -8.744 4.798 -1.495 0.641 0.702 -89.941 -1544.894 -3899.859 0.093 0.157 -0.076 0 0.51 -0.86 0.01
1 0.17 17 -0.148 -8.744 4.741 -1.556 0.580 1.038 -104.932 -1559.884 -3989.951 0.059 0.157 -0.018 0 0.51 -0.86 0.01
1 0.18 18 -0.101 -8.715 4.779 -1.740 -0.458 1.373 -104.932 -1559.884 -3989.951 0.010 0.128 -0.057 0 0.51 -0.86 0.01
1 0.19 19 -0.139 -8.610 4.654 -1.709 -0.092 0.641 14.990 -1574.874 -3974.960 0.048 0.023 0.067 0 0.51 -0.86 0.01
1 0.20 20 -0.010 -8.849 4.621 -1.587 -0.305 1.007 -104.932 -1484.933 -3989.951 -0.082 0.262 0.100 0 0.51 -0.86 0.01
1 0.21 21 -0.172 -8.648 4.813 -1.953 -0.122 2.075 -224.854 -1379.851 -3794.928 0.081 0.060 -0.093 0 0.51 -0.86 0.01
1 0.22 22 -0.158 -8.696 4.640 -2.014 -0.305 1.526 -224.854 -1379.851 -3794.928 0.066 0.108 0.079 0 0.51 -0.86 0.01
1 0.23 23 -0.086 -8.643 4.784 -1.770 -0.305 1.740 -44.971 -1574.874 -3899.859 -0.006 0.055 -0.065 0 0.51 -0.86 0.01
1 0.24 24 -0.014 -8.672 4.760 -1.190 -0.763 1.526 -29.980 -1514.913 -3809.918 -0.079 0.084 -0.041 0 0.51 -0.86 0.01
1 0.25 25 -0.062 -8.744 4.707 -0.885 0.031 0.641 -29.980 -1514.913 -3809.918 -0.031 0.155 0.011 0 0.51 -0.86 0.01
1 0.26 26 -0.211 -8.725 4.726 -0.092 0.214 1.312 -44.971 -1469.942 -3974.960 0.117 0.136 -0.008 0 0.51 -0.86 0.01
1 0.27 27 -0.182 -8.749 4.712 -0.336 -0.305 2.014 -14.990 -1499.923 -4004.941 0.085 0.161 0.008 0 0.51 -0.86 0.01
1 0.28 28 -0.144 -8.591 4.698 -0.031 -0.183 1.099 104.932 -1409.981 -3884.869 0.045 0.003 0.023 0 0.51 -0.86 0.01
1 0.29 29 -0.101 -8.615 4.755 -0.885 0.366 1.343 104.932 -1409.981 -3884.869 0.001 0.028 -0.033 0 0.51 -0.86 0.01
1 0.30 30 -0.215 -8.816 4.769 -1.007 0.549 1.709 -14.990 -1379.851 -3824.908 0.116 0.229 -0.048 0 0.51 -0.86 0.01
1 0.31 31 -0.148 -8.768 4.717 -1.434 -0.183 0.946 29.980 -1589.864 -3944.980 0.048 0.181 0.005 0 0.51 -0.86 0.01
1 0.32 32 -0.125 -8.682 4.765 -0.793 -0.061 1.221 29.980 -1589.864 -3944.980 0.023 0.094 -0.043 0 0.51 -0.86 0.01
1 0.33 33 -0.062 -8.667 4.760 -0.885 -0.092 0.793 14.990 -1544.894 -3854.889 -0.039 0.080 -0.039 0 0.51 -0.86 0.01
1 0.34 34 -0.067 -8.777 4.774 -1.312 -0.488 1.312 14.990 -1544.894 -3854.889 -0.035 0.190 -0.054 0 0.51 -0.86 0.01
1 0.35 35 -0.115 -8.682 4.765 -1.038 0.153 1.251 14.990 -1544.894 -3899.859 0.013 0.094 -0.045 0 0.51 -0.86 0.01
1 0.36 36 -0.273 -8.706 4.640 -0.458 0.061 1.068 14.990 -1544.894 -3899.859 0.171 0.118 0.080 0 0.51 -0.86 0.01
1 0.37 37 -0.225 -8.734 4.817 -0.488 -0.580 1.007 0.000 -1589.864 -3884.869 0.123 0.146 -0.098 0 0.51 -0.86 0.01
1 0.38 38 -0.172 -8.754 4.765 -0.641 0.031 0.397 -104.932 -1439.962 -3884.869 0.069 0.165 -0.045 0 0.51 -0.86 0.01
1 0.39 39 -0.254 -8.710 4.755 -0.336 -0.061 1.648 -104.932 -1439.962 -3884.869 0.149 0.122 -0.036 0 0.51 -0.86 0.01
1 0.40 40 -0.287 -8.806 4.741 -0.366 0.305 0.854 29.980 -1409.981 -3764.947 0.181 0.218 -0.021 0 0.51 -0.86 0.01
