COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.306 -8.873 4.315 -0.183 -0.793 1.068 116.174 2413.128 -3731.519 -0.002 0.028 -0.106 -0.01 -0.53 0.84 0.05
1 0.01 1 0.412 -8.969 4.315 -0.427 -1.190 0.732 26.083 2503.219 -3821.460 -0.108 0.124 -0.105 -0.01 -0.53 0.84 0.05
1 0.02 2 0.345 -9.022 4.300 -0.732 -1.556 1.160 26.083 2503.219 -3821.460 -0.040 0.177 -0.091 -0.01 -0.53 0.84 0.05
1 0.03 3 0.316 -8.907 4.137 -0.641 -1.251 1.251 26.083 2503.219 -3821.460 -0.011 0.062 0.072 -0.01 -0.53 0.84 0.05
1 0.04 4 0.283 -8.926 4.358 -0.427 -1.648 0.580 131.165 2353.167 -3866.431 0.022 0.081 -0.149 -0.01 -0.53 0.84 0.05
1 0.05 5 0.259 -9.041 4.315 -1.038 -1.129 1.343 41.073 2338.177 -3911.402 0.046 0.196 -0.104 -0.01 -0.53 0.84 0.05
1 0.06 6 0.244 -8.916 4.281 -0.824 -0.977 0.732 41.073 2338.177 -3911.402 0.060 0.072 -0.071 -0.01 -0.53 0.84 0.05
1 0.07 7 0.421 -8.950 4.233 -0.580 -1.343 0.519 146.155 2218.105 -3881.421 -0.117 0.106 -0.023 -0.01 -0.53 0.84 0.05
1 0.08 8 0.230 -8.892 4.224 -0.732 -1.038 1.038 146.155 2293.206 -3836.451 0.075 0.048 -0.013 -0.01 -0.53 0.84 0.05
1 0.09 9 0.263 -8.902 4.262 -1.190 -1.068 1.282 116.174 2383.147 -3806.470 0.041 0.058 -0.051 -0.01 -0.53 0.84 0.05
1 0.10 10 0.345 -8.773 4.291 -0.793 -0.580 1.617 116.174 2383.147 -3806.470 -0.040 -0.071 -0.080 -0.01 -0.53 0.84 0.05
1 0.11 11 0.345 -8.878 4.324 -0.977 -0.549 0.885 71.054 2383.147 -3836.451 -0.040 0.034 -0.113 -0.01 -0.53 0.84 0.05
1 0.12 12 0.273 -8.912 4.329 -0.702 -1.099 1.373 206.116 2398.138 -3716.529 0.031 0.068 -0.117 -0.01 -0.53 0.84 0.05
1 0.13 13 0.263 -8.916 4.353 -0.854 -0.977 1.312 206.116 2398.138 -3716.529 0.041 0.073 -0.141 -0.01 -0.53 0.84 0.05
1 0.14 14 0.192 -8.916 4.305 -0.671 -0.977 1.343 71.054 2458.099 -3806.470 0.113 0.073 -0.093 -0.01 -0.53 0.84 0.05
1 0.15 15 0.326 -8.868 4.338 -1.221 -0.763 0.854 116.174 2383.147 -3911.402 -0.022 0.025 -0.126 -0.01 -0.53 0.84 0.05
1 0.16 16 0.374 -8.888 4.233 -0.885 -0.671 1.495 311.047 2353.167 -3791.480 -0.070 0.045 -0.020 -0.01 -0.53 0.84 0.05
