COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.072 -9.754 1.848 -0.641 -0.854 0.519 -2.998 3146.900 -3095.333 -0.034 0.126 -0.026 -0.01 -0.64 0.77 0.01
1 0.01 1 -0.125 -9.773 1.896 -0.702 -0.824 1.038 71.803 2996.998 -3095.333 0.018 0.145 -0.074 -0.01 -0.64 0.77 0.01
1 0.02 2 -0.072 -9.682 1.839 -0.366 -0.854 0.854 86.793 3161.890 -3050.213 -0.034 0.054 -0.017 -0.01 -0.64 0.77 0.01
1 0.03 3 -0.139 -9.745 1.939 -0.549 -0.305 1.282 86.793 3161.890 -3050.213 0.033 0.116 -0.118 -0.01 -0.64 0.77 0.01
1 0.04 4 -0.062 -9.692 1.877 -0.092 -0.946 1.495 -62.959 3056.958 -3080.343 -0.045 0.063 -0.055 -0.01 -0.64 0.77 0.01
1 0.05 5 -0.220 -9.730 1.781 -0.458 -1.434 1.434 -62.959 3056.958 -3080.343 0.113 0.102 0.040 -0.01 -0.64 0.77 0.01
1 0.06 6 0.029 -9.778 1.848 -0.244 -0.946 0.977 206.865 2816.965 -3125.314 -0.136 0.150 -0.026 -0.01 -0.64 0.77 0.01
1 0.07 7 -0.129 -9.682 1.829 -0.702 -0.641 1.465 206.865 2816.965 -3125.314 0.022 0.054 -0.008 -0.01 -0.64 0.77 0.01
1 0.08 8 -0.144 -9.639 1.801 -0.244 -1.129 1.373 -62.959 3056.958 -3125.314 0.036 0.011 0.021 -0.01 -0.64 0.77 0.01
1 0.09 9 -0.081 -9.864 1.805 -0.458 -0.702 1.953 -17.988 3131.910 -3080.343 -0.026 0.236 0.016 -0.01 -0.64 0.77 0.01
1 0.10 10 -0.086 -9.759 1.714 -0.885 -0.824 0.458 -17.988 3131.910 -3080.343 -0.021 0.130 0.107 -0.01 -0.64 0.77 0.01
1 0.11 11 0.005 -9.697 1.872 -0.153 -0.549 1.465 101.784 3101.929 -3035.223 -0.112 0.068 -0.051 -0.01 -0.64 0.77 0.01
1 0.12 12 0.105 -9.764 1.882 -0.488 -0.580 1.099 86.793 3011.988 -3005.242 -0.212 0.135 -0.061 -0.01 -0.64 0.77 0.01
1 0.13 13 -0.144 -9.778 1.839 -0.641 -0.885 0.854 101.784 3146.900 -3065.353 0.038 0.150 -0.017 -0.01 -0.64 0.77 0.01
1 0.14 14 -0.014 -9.654 1.781 -0.885 -0.732 0.885 101.784 3146.900 -3065.353 -0.090 0.025 0.040 -0.01 -0.64 0.77 0.01
1 0.15 15 -0.034 -9.788 1.796 -0.580 -0.549 0.916 -17.988 3011.988 -2975.262 -0.071 0.159 0.026 -0.01 -0.64 0.77 0.01
1 0.16 16 -0.067 -9.563 1.877 -0.824 -1.099 1.068 146.904 3176.880 -3140.304 -0.037 -0.066 -0.055 -0.01 -0.64 0.77 0.01
1 0.17 17 -0.187 -9.783 1.757 -0.549 -0.702 0.977 146.904 3176.880 -3140.304 0.082 0.155 0.065 -0.01 -0.64 0.77 0.01
1 0.18 18 -0.105 -9.678 1.844 -0.183 -0.641 1.282 206.865 3011.988 -3125.314 0.001 0.049 -0.022 -0.01 -0.64 0.77 0.01
