COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.211 -9.592 2.744 -1.007 -2.289 1.740 -449.857 -734.971 -3209.859 -0.004 0.190 0.015 -0.04 0.6 -0.8 0.04
1 0.01 1 0.182 -9.462 3.022 -0.427 -2.136 1.617 -494.978 -659.870 -3164.888 0.024 0.061 -0.263 -0.04 0.6 -0.8 0.04
1 0.02 2 0.335 -9.510 2.873 -0.916 -1.831 1.404 -464.997 -839.903 -3194.869 -0.129 0.109 -0.113 -0.04 0.6 -0.8 0.04
1 0.03 3 0.196 -9.371 2.864 -0.641 -2.289 1.495 -464.997 -839.903 -3194.869 0.010 -0.030 -0.103 -0.04 0.6 -0.8 0.04
1 0.04 4 0.177 -9.390 3.022 -0.641 -1.892 1.587 -449.857 -704.991 -3419.872 0.029 -0.010 -0.260 -0.04 0.6 -0.8 0.04
1 0.05 5 0.077 -9.386 2.849 -1.068 -2.350 1.343 -449.857 -704.991 -3419.872 0.129 -0.015 -0.086 -0.04 0.6 -0.8 0.04
1 0.06 6 0.220 -9.429 2.868 -1.648 -2.167 1.343 -359.916 -599.909 -3404.882 -0.015 0.029 -0.105 -0.04 0.6 -0.8 0.04
1 0.07 7 0.244 -9.457 2.811 -1.526 -2.716 1.404 -449.857 -779.942 -3419.872 -0.040 0.057 -0.049 -0.04 0.6 -0.8 0.04
1 0.08 8 0.163 -9.477 2.811 -1.160 -2.319 1.556 -284.964 -719.981 -3404.882 0.041 0.075 -0.051 -0.04 0.6 -0.8 0.04
1 0.09 9 0.220 -9.572 2.907 -0.427 -2.258 1.099 -359.916 -644.880 -3329.931 -0.017 0.171 -0.147 -0.04 0.6 -0.8 0.04
1 0.10 10 0.072 -9.491 2.864 -1.129 -2.258 1.038 -359.916 -644.880 -3329.931 0.133 0.090 -0.103 -0.04 0.6 -0.8 0.04
1 0.11 11 0.163 -9.501 2.830 -1.007 -2.136 1.221 -449.857 -704.991 -3419.872 0.041 0.100 -0.069 -0.04 0.6 -0.8 0.04
1 0.12 12 0.086 -9.501 2.888 -1.190 -1.526 0.977 -449.857 -704.991 -3419.872 0.117 0.100 -0.127 -0.04 0.6 -0.8 0.04
1 0.13 13 0.086 -9.457 2.868 -0.793 -1.831 1.160 -374.906 -734.971 -3314.940 0.116 0.057 -0.107 -0.04 0.6 -0.8 0.04
1 0.14 14 0.101 -9.405 2.840 -0.763 -3.021 0.793 -464.997 -794.932 -3329.931 0.102 0.004 -0.077 -0.04 0.6 -0.8 0.04
1 0.15 15 0.187 -9.395 2.873 -0.671 -1.892 1.190 -464.997 -794.932 -3329.931 0.016 -0.005 -0.110 -0.04 0.6 -0.8 0.04
1 0.16 16 0.230 -9.405 2.859 -1.251 -2.716 0.732 -449.857 -779.942 -3314.940 -0.026 0.005 -0.094 -0.04 0.6 -0.8 0.04
1 0.17 17 0.278 -9.481 2.749 -1.495 -1.740 0.946 -449.857 -779.942 -3314.940 -0.073 0.082 0.016 -0.04 0.6 -0.8 0.04
1 0.18 18 0.163 -9.515 2.873 -0.824 -1.801 1.160 -344.925 -779.942 -3359.911 0.042 0.115 -0.108 -0.04 0.6 -0.8 0.04
1 0.19 19 0.196 -9.414 2.835 -0.610 -1.343 0.916 -344.925 -779.942 -3359.911 0.009 0.015 -0.070 -0.04 0.6 -0.8 0.04
1 0.20 20 0.244 -9.462 2.892 -0.488 -1.740 0.793 -524.958 -734.971 -3314.940 -0.040 0.062 -0.128 -0.04 0.6 -0.8 0.04
1 0.21 21 0.273 -9.462 2.911 -0.610 -2.167 1.526 -299.955 -659.870 -3389.892 -0.069 0.063 -0.146 -0.04 0.6 -0.8 0.04
1 0.22 22 0.249 -9.529 2.835 -0.488 -2.655 1.221 -299.955 -659.870 -3389.892 -0.044 0.130 -0.069 -0.04 0.6 -0.8 0.04
1 0.23 23 0.249 -9.481 2.993 -0.519 -1.892 1.190 -344.925 -659.870 -3389.892 -0.044 0.083 -0.225 -0.04 0.6 -0.8 0.04
1 0.24 24 0.235 -9.419 2.868 -0.427 -1.923 1.068 -344.925 -659.870 -3389.892 -0.029 0.021 -0.100 -0.04 0.6 -0.8 0.04
1 0.25 25 0.168 -9.548 2.892 -0.580 -2.258 1.740 -449.857 -659.870 -3359.911 0.038 0.150 -0.124 -0.04 0.6 -0.8 0.04
1 0.26 26 0.225 -9.534 2.950 -1.160 -1.251 1.404 -449.857 -659.870 -3359.911 -0.019 0.136 -0.181 -0.04 0.6 -0.8 0.04
1 0.27 27 0.215 -9.548 2.878 -0.824 -1.556 1.190 -509.968 -674.860 -3329.931 -0.010 0.150 -0.108 -0.04 0.6 -0.8 0.04
1 0.28 28 0.101 -9.572 2.849 -0.885 -1.221 1.343 -524.958 -704.991 -3389.892 0.105 0.174 -0.079 -0.04 0.6 -0.8 0.04
1 0.29 29 0.201 -9.419 2.792 -0.885 -1.434 1.251 -524.958 -704.991 -3389.892 0.005 0.021 -0.021 -0.04 0.6 -0.8 0.04
1 0.30 30 0.259 -9.467 2.835 -1.831 -1.343 1.160 -374.906 -704.991 -3284.960 -0.053 0.069 -0.064 -0.04 0.6 -0.8 0.04
1 0.31 31 0.129 -9.410 2.950 -1.831 -1.160 1.953 -524.958 -629.890 -3314.940 0.077 0.012 -0.177 -0.04 0.6 -0.8 0.04
1 0.32 32 0.144 -9.472 2.868 -1.648 -1.068 1.465 -389.896 -749.961 -3404.882 0.062 0.074 -0.096 -0.04 0.6 -0.8 0.04
1 0.33 33 0.220 -9.529 3.007 -1.343 -0.671 1.740 -389.896 -749.961 -3404.882 -0.015 0.132 -0.234 -0.04 0.6 -0.8 0.04
1 0.34 34 0.201 -9.453 2.830 -0.824 -0.854 1.312 -419.876 -779.942 -3419.872 0.004 0.056 -0.056 -0.04 0.6 -0.8 0.04
1 0.35 35 0.177 -9.405 2.926 -0.275 -0.549 1.892 -434.867 -599.909 -3449.853 0.028 0.008 -0.151 -0.04 0.6 -0.8 0.04
1 0.36 36 0.225 -9.539 2.892 -1.343 -0.580 1.984 -434.867 -599.909 -3449.853 -0.020 0.142 -0.117 -0.04 0.6 -0.8 0.04
1 0.37 37 0.283 -9.462 2.749 -0.977 -0.092 1.587 -344.925 -584.919 -3359.911 -0.078 0.066 0.028 -0.04 0.6 -0.8 0.04
1 0.38 38 0.206 -9.534 2.902 -1.740 -0.397 1.556 -389.896 -719.981 -3254.979 -0.001 0.138 -0.125 -0.04 0.6 -0.8 0.04
